%time,field.header.seq,field.header.stamp,field.header.frame_id,field.name0,field.name1,field.name2,field.name3,field.name4,field.name5,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.velocity0,field.velocity1,field.velocity2,field.velocity3,field.velocity4,field.velocity5,field.effort0,field.effort1,field.effort2,field.effort3,field.effort4,field.effort5
417581000000,20852,417581000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864702e-05,-2.18790812614e-05,1.49930221389,3.65269288105e-05,3.09296405059e-05,0.00959548711627,-0.000465605347709,0.000713665531283,9.39311771311e-05,-2.86263209204e-05,0.0,0.0,0.0,0.0,0.0,0.0
417601000000,20853,417601000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864551e-05,-2.17660533499e-05,1.49930221389,3.65269289251e-05,3.09296457949e-05,0.0095954869466,-0.000465605327828,0.000713665486334,9.39312970431e-05,-2.86262078178e-05,0.0,0.0,0.0,0.0,0.0,0.0
417621000000,20854,417621000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864525e-05,-2.17527676432e-05,1.49930221389,3.65269289713e-05,3.0929647715e-05,0.00959548688117,-0.000465605326953,0.000713665467811,9.39313470494e-05,-2.86261606206e-05,0.0,0.0,0.0,0.0,0.0,0.0
417641000000,20855,417641000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186464e-05,-2.18630201285e-05,1.49930221389,3.65269288247e-05,3.09296392867e-05,0.00959548710135,-0.000465605344853,0.000713665527562,9.39311891083e-05,-2.86263098176e-05,0.0,0.0,0.0,0.0,0.0,0.0
417652000000,688,417652000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.2830186464e-05,-1.35653292,1.71364054454,-2.18630201285e-05,1.49930221389,3.65269288247e-05,-0.000465605344853,0.00959548710135,3.09296392867e-05,0.000713665527562,9.39311891083e-05,-2.86263098176e-05,0.0,0.0,0.0,0.0,0.0,0.0
417661000000,20856,417661000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864525e-05,-2.17646279692e-05,1.49930221389,3.65269289295e-05,3.09296441666e-05,0.00959548694482,-0.000465605330431,0.000713665485833,9.3931300347e-05,-2.86262048263e-05,0.0,0.0,0.0,0.0,0.0,0.0
417681000000,20857,417681000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864516e-05,-2.17526486619e-05,1.49930221389,3.65269289739e-05,3.09296460348e-05,0.00959548688084,-0.000465605329593,0.000713665467691,9.39313493515e-05,-2.86261585763e-05,0.0,0.0,0.0,0.0,0.0,0.0
417701000000,20858,417701000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864596e-05,-2.18495467967e-05,1.49930221389,3.65269288318e-05,3.09296380238e-05,0.00959548708817,-0.000465605342605,0.000713665524285,9.39311998657e-05,-2.86262998709e-05,0.0,0.0,0.0,0.0,0.0,0.0
417721000000,20859,417721000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864525e-05,-2.17633266502e-05,1.49930221389,3.65269289304e-05,3.09296425502e-05,0.00959548694311,-0.000465605333069,0.000713665485354,9.39313035473e-05,-2.86262019345e-05,0.0,0.0,0.0,0.0,0.0,0.0
417741000000,20860,417741000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864498e-05,-2.17525666359e-05,1.49930221389,3.65269289766e-05,3.09296443568e-05,0.00959548688043,-0.000465605332282,0.000713665467566,9.39313516416e-05,-2.86261565423e-05,0.0,0.0,0.0,0.0,0.0,0.0
417752000000,689,417752000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.28301864498e-05,-1.35653292,1.71364054454,-2.17525666359e-05,1.49930221389,3.65269289766e-05,-0.000465605332282,0.00959548688043,3.09296443568e-05,0.000713665467566,9.39313516416e-05,-2.86261565423e-05,0.0,0.0,0.0,0.0,0.0,0.0
417761000000,20861,417761000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186456e-05,-2.18381313903e-05,1.49930221389,3.65269288425e-05,3.09296366957e-05,0.00959548707664,-0.000465605341208,0.000713665521408,9.39312095793e-05,-2.86262908961e-05,0.0,0.0,0.0,0.0,0.0,0.0
417781000000,20862,417781000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864525e-05,-2.17621378429e-05,1.49930221389,3.6526928934e-05,3.09296409123e-05,0.00959548694155,-0.000465605335701,0.000713665484925,9.39313066438e-05,-2.86261991364e-05,0.0,0.0,0.0,0.0,0.0,0.0
417801000000,20863,417801000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864498e-05,-2.17525210697e-05,1.49930221389,3.65269289775e-05,3.09296426946e-05,0.00959548688007,-0.000465605334986,0.00071366546744,9.39313539312e-05,-2.86261545106e-05,0.0,0.0,0.0,0.0,0.0,0.0
417821000000,20864,417821000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864525e-05,-2.18283741029e-05,1.49930221389,3.65269288505e-05,3.09296353276e-05,0.00959548706642,-0.000465605340919,0.000713665518845,9.39312183999e-05,-2.86262827418e-05,0.0,0.0,0.0,0.0,0.0,0.0
417841000000,20865,417841000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864516e-05,-2.17610514532e-05,1.49930221389,3.65269289357e-05,3.09296392694e-05,0.00959548694013,-0.00046560533835,0.00071366548453,9.39313096512e-05,-2.86261964247e-05,0.0,0.0,0.0,0.0,0.0,0.0
417852000000,690,417852000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.28301864516e-05,-1.35653292,1.71364054454,-2.17610514532e-05,1.49930221389,3.65269289357e-05,-0.00046560533835,0.00959548694013,3.09296392694e-05,0.00071366548453,9.39313096512e-05,-2.86261964247e-05,0.0,0.0,0.0,0.0,0.0,0.0
417861000000,20866,417861000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864489e-05,2.17525116559e-05,1.49930221389,3.6526928981e-05,3.09296410162e-05,0.00959548687972,-0.000465605337652,0.000713665467322,9.39313562129e-05,-2.8626152485e-05,0.0,0.0,0.0,0.0,0.0,0.0
417881000000,20867,417881000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864489e-05,-2.18199685049e-05,1.49930221389,3.65269288576e-05,3.09296339422e-05,0.00959548705726,-0.000465605341751,0.000713665516534,9.39312264582e-05,-2.86262752835e-05,0.0,0.0,0.0,0.0,0.0,0.0
417901000000,20868,417901000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864498e-05,-2.17600586314e-05,1.49930221389,3.65269289393e-05,3.09296376396e-05,0.00959548693886,-0.000465605341029,0.000713665484159,9.39313125813e-05,-2.86261937878e-05,0.0,0.0,0.0,0.0,0.0,0.0
417921000000,20869,417921000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653291999,-9.28301867873e-05,-4.86091270746e-05,1.49930221389,3.65269257614e-05,3.0929462175e-05,0.00959548968148,-0.000465605537464,0.000713666615431,9.39280802513e-05,-2.86293700735e-05,0.0,0.0,0.0,0.0,0.0,0.0
417941000000,20870,417941000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864489e-05,-2.18126764233e-05,1.49930221389,3.65269288647e-05,3.09296325114e-05,0.00959548704919,-0.000465605343462,0.000713665514473,9.39312338505e-05,-2.86262684292e-05,0.0,0.0,0.0,0.0,0.0,0.0
417952000000,691,417952000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.28301864489e-05,-1.35653292,1.71364054454,-2.18126764233e-05,1.49930221389,3.65269288647e-05,-0.000465605343462,0.00959548704919,3.09296325114e-05,0.000713665514473,9.39312338505e-05,-2.86262684292e-05,0.0,0.0,0.0,0.0,0.0,0.0
417961000000,20871,417961000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864498e-05,-2.17591516076e-05,1.49930221389,3.65269289428e-05,3.09296359888e-05,0.00959548693767,-0.000465605343694,0.000713665483825,9.39313154314e-05,-2.8626191224e-05,0.0,0.0,0.0,0.0,0.0,0.0
417981000000,20872,417981000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653291999,-9.28301867864e-05,-2.7354323012e-05,1.49930221389,3.6526927901e-05,3.09295653125e-05,0.00959548891786,-0.000465605663233,0.000713665995009,9.39300977915e-05,-2.86272313399e-05,0.0,0.0,0.0,0.0,0.0,0.0
418001000000,20873,418001000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.18063104009e-05,1.49930221389,3.65269288718e-05,3.09296310563e-05,0.00959548704196,-0.000465605345837,0.000713665512608,9.39312406734e-05,-2.86262620975e-05,0.0,0.0,0.0,0.0,0.0,0.0
418021000000,20874,418021000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864498e-05,-2.17583235447e-05,1.49930221389,3.65269289428e-05,3.09296343353e-05,0.00959548693657,-0.000465605346366,0.000713665483515,9.39313182127e-05,-2.86261887252e-05,0.0,0.0,0.0,0.0,0.0,0.0
418041000000,20875,418041000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653291999,-9.28301865324e-05,-2.4355778625e-05,1.49930221389,3.65269282296e-05,3.09296061782e-05,0.00959548837754,-0.000465605405184,0.000713665774048,9.39305175934e-05,-2.86269023639e-05,0.0,0.0,0.0,0.0,0.0,0.0
418052000000,692,418052000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.28301865324e-05,-1.35653291999,1.71364054454,-2.4355778625e-05,1.49930221389,3.65269282296e-05,-0.000465605405184,0.00959548837754,3.09296061782e-05,0.000713665774048,9.39305175934e-05,-2.86269023639e-05,0.0,0.0,0.0,0.0,0.0,0.0
418061000000,20876,418061000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.18007212158e-05,1.49930221389,3.65269288753e-05,3.09296295944e-05,0.00959548703557,-0.000465605348639,0.000713665510924,9.39312470094e-05,-2.86262562194e-05,0.0,0.0,0.0,0.0,0.0,0.0
418081000000,20877,418081000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864498e-05,-2.17575684172e-05,1.49930221389,3.65269289455e-05,3.09296326947e-05,0.0095954869356,-0.00046560534906,0.000713665483224,9.39313209367e-05,-2.86261862833e-05,0.0,0.0,0.0,0.0,0.0,0.0
418101000000,20878,418101000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653291999,-9.28301863796e-05,-2.32910153022e-05,1.49930221389,3.65269283895e-05,3.09296078889e-05,0.00959548797117,-0.000465605271177,0.000713665706579,9.39307280371e-05,-2.8626742958e-05,0.0,0.0,0.0,0.0,0.0,0.0
418121000000,20879,418121000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.17957888564e-05,1.49930221389,3.65269288816e-05,3.09296280971e-05,0.00959548702988,-0.000465605351667,0.000713665509408,9.39312529126e-05,-2.86262507444e-05,0.0,0.0,0.0,0.0,0.0,0.0
418141000000,20880,418141000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864489e-05,-2.17568809102e-05,1.49930221389,3.652692895e-05,3.09296310354e-05,0.00959548693464,-0.000465605351735,0.000713665482956,9.3931323599e-05,-2.86261838968e-05,0.0,0.0,0.0,0.0,0.0,0.0
418152000000,693,418152000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.28301864489e-05,-1.35653292,1.71364054454,-2.17568809102e-05,1.49930221389,3.652692895e-05,-0.000465605351735,0.00959548693464,3.09296310354e-05,0.000713665482956,9.3931323599e-05,-2.86261838968e-05,0.0,0.0,0.0,0.0,0.0,0.0
418161000000,20881,418161000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301863246e-05,-2.27781491331e-05,1.49930221389,3.65269284952e-05,3.09296072129e-05,0.00959548765938,-0.000465605230394,0.000713665667565,9.39308521786e-05,-2.86266385169e-05,0.0,0.0,0.0,0.0,0.0,0.0
418181000000,20882,418181000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.17914158958e-05,1.49930221389,3.6526928886e-05,3.09296265816e-05,0.00959548702474,-0.000465605354776,0.000713665508032,9.39312584411e-05,-2.86262456241e-05,0.0,0.0,0.0,0.0,0.0,0.0
418201000000,20883,418201000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.1756256336e-05,1.49930221389,3.652692895e-05,3.09296293728e-05,0.00959548693379,-0.000465605354408,0.000713665482713,9.39313262089e-05,-2.86261815603e-05,0.0,0.0,0.0,0.0,0.0,0.0
418221000000,20884,418221000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301863281e-05,-2.24880627115e-05,1.49930221389,3.6526928568e-05,3.09296078002e-05,0.00959548745733,-0.000465605246647,0.000713665636238,9.3930931958e-05,-2.86265635779e-05,0.0,0.0,0.0,0.0,0.0,0.0
418241000000,20885,418241000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864498e-05,-2.17875225612e-05,1.49930221389,3.6526928894e-05,3.09296250665e-05,0.0095954870201,-0.000465605357851,0.000713665506775,9.39312636471e-05,-2.86262408137e-05,0.0,0.0,0.0,0.0,0.0,0.0
418253000000,694,418253000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.28301864498e-05,-1.35653292,1.71364054454,-2.17875225612e-05,1.49930221389,3.6526928894e-05,-0.000465605357851,0.0095954870201,3.09296250665e-05,0.000713665506775,9.39312636471e-05,-2.86262408137e-05,0.0,0.0,0.0,0.0,0.0,0.0
418261000000,20886,418261000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.17556905548e-05,1.49930221389,3.65269289526e-05,3.09296277249e-05,0.00959548693304,-0.000465605357098,0.00071366548248,9.3931328776e-05,-2.8626179266e-05,0.0,0.0,0.0,0.0,0.0,0.0
418281000000,20887,418281000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186361e-05,-2.23066052936e-05,1.49930221389,3.65269286267e-05,3.0929608885e-05,0.00959548735,-0.000465605285149,0.000713665612636,9.39309876771e-05,-2.86265074042e-05,0.0,0.0,0.0,0.0,0.0,0.0
418301000000,20888,418301000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.17840430219e-05,1.49930221389,3.65269288967e-05,3.09296235205e-05,0.00959548701601,-0.000465605360837,0.000713665505649,9.39312685572e-05,-2.86262362848e-05,0.0,0.0,0.0,0.0,0.0,0.0
418321000000,20889,418321000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.17551799162e-05,1.49930221389,3.65269289571e-05,3.09296260582e-05,0.00959548693226,-0.000465605359773,0.000713665482265,9.39313312965e-05,-2.86261770135e-05,0.0,0.0,0.0,0.0,0.0,0.0
418341000000,20890,418341000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301863983e-05,-2.21849344024e-05,1.49930221389,3.65269286684e-05,3.09296096875e-05,0.00959548730124,-0.000465605325275,0.000713665595889,9.393102979e-05,-2.86264644117e-05,0.0,0.0,0.0,0.0,0.0,0.0
418352000000,695,418352000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.28301863983e-05,-1.35653292,1.71364054454,-2.21849344024e-05,1.49930221389,3.65269286684e-05,-0.000465605325275,0.00959548730124,3.09296096875e-05,0.000713665595889,9.393102979e-05,-2.86264644117e-05,0.0,0.0,0.0,0.0,0.0,0.0
418361000000,20891,418361000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.17809225598e-05,1.49930221389,3.65269288993e-05,3.09296219609e-05,0.00959548701216,-0.00046560536371,0.000713665504615,9.39312732086e-05,-2.86262320048e-05,0.0,0.0,0.0,0.0,0.0,0.0
418381000000,20892,418381000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864445e-05,-2.17547212076e-05,1.49930221389,3.65269289571e-05,3.09296243898e-05,0.00959548693163,-0.000465605362449,0.000713665482072,9.3931333778e-05,-2.86261747993e-05,0.0,0.0,0.0,0.0,0.0,0.0
418401000000,20893,418401000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864302e-05,-2.20990838793e-05,1.49930221389,3.65269287004e-05,3.092961002e-05,0.0095954872777,-0.000465605357945,0.000713665583662,9.39310634551e-05,-2.86264309158e-05,0.0,0.0,0.0,0.0,0.0,0.0
418421000000,20894,418421000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.17781153893e-05,1.49930221389,3.65269289038e-05,3.09296204058e-05,0.00959548700872,-0.000465605366499,0.000713665503669,9.39312776325e-05,-2.86262279463e-05,0.0,0.0,0.0,0.0,0.0,0.0
418441000000,20895,418441000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.2830186448e-05,-2.17543116028e-05,1.49930221389,3.65269289606e-05,3.0929622736e-05,0.00959548693097,-0.000465605365147,0.000713665481877,9.39313362308e-05,-2.8626172614e-05,0.0,0.0,0.0,0.0,0.0,0.0
418453000000,696,418453000000,,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,-9.2830186448e-05,-1.35653292,1.71364054454,-2.17543116028e-05,1.49930221389,3.65269289606e-05,-0.000465605365147,0.00959548693097,3.0929622736e-05,0.000713665481877,9.39313362308e-05,-2.8626172614e-05,0.0,0.0,0.0,0.0,0.0,0.0
418461000000,20896,418461000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864525e-05,-2.20360922665e-05,1.49930221389,3.65269287297e-05,3.09296098824e-05,0.00959548725995,-0.000465605381017,0.000713665574124,9.39310912442e-05,-2.86264041082e-05,0.0,0.0,0.0,0.0,0.0,0.0
418481000000,20897,418481000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864489e-05,-2.17755829635e-05,1.49930221389,3.65269289082e-05,3.09296188235e-05,0.00959548700554,-0.000465605369185,0.000713665502811,9.39312818428e-05,-2.86262240913e-05,0.0,0.0,0.0,0.0,0.0,0.0
418501000000,20898,418501000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864471e-05,-2.175394863e-05,1.49930221389,3.65269289615e-05,3.09296210633e-05,0.00959548693041,-0.000465605367823,0.000713665481711,9.39313386478e-05,-2.86261704599e-05,0.0,0.0,0.0,0.0,0.0,0.0
418521000000,20899,418521000000,,elbow_joint,shoulder_lift_joint,shoulder_pan_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,1.71364054454,-1.35653292,-9.28301864649e-05,-2.19884185402e-05,1.49930221389,3.65269287501e-05,3.09296093933e-05,0.00959548724082,-0.000465605395387,0.000713665566216,9.39311146313e-05,-2.86263819677e-05,0.0,0.0,0.0,0.0,0.0,0.0
